SMILES,Solvent,abs FWHM (nm)
CN1C(=O)c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C1=O,ClCCl,63.9
N#Cc1cccc(N)c1,CCCCCC,32.2
CN(C)c1cccc(C#N)c1,CCCCCC,40.7
CCOC(=O)c1cccc(N)c1,CCCCCC,36.7
CCOC(=O)c1cccc(N(C)C)c1,CCCCCC,46.2
N#Cc1ccc(N)cc1,CCCCCC,23.8
CN(C)c1ccc(C#N)cc1,CCCCCC,24.3
CCOC(=O)c1ccc(N)cc1,CCCCCC,30.1
CCOC(=O)c1ccc(N(C)C)cc1,CCCCCC,31.8
N#Cc1cccc(N)c1,CC#N,41.0
CN(C)c1cccc(C#N)c1,CC#N,46.5
CCOC(=O)c1cccc(N)c1,CC#N,42.5
CCOC(=O)c1cccc(N(C)C)c1,CC#N,49.1
N#Cc1ccc(N)cc1,CC#N,30.1
CN(C)c1ccc(C#N)cc1,CC#N,32.9
CCOC(=O)c1ccc(N)cc1,CC#N,38.5
CCOC(=O)c1ccc(N(C)C)cc1,CC#N,37.9
CC(=O)c1ccc(-c2cc(C)[o+]c(C)c2)cc1,ClCCl,61.0
COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,CCOC(C)=O,42.0
CC(=O)c1nc(-c2ccc(N(C)C)cc2)oc1C,CCOC(C)=O,49.1
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCCCCC,67.0
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCOCC,70.8
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCOC(C)=O,67.6
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,ClCCl,72.5
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CC#N,74.5
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCO,76.6
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,CS(C)=O,80.5
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,CO,67.9
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,CCO,71.5
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,CC#N,69.7
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,C1CCOC1,67.9
CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,ClCCl,97.3
CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1COCCO1,98.9
CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,CN(C)C=O,156.8
CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,CS(C)=O,117.8
CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1CCOC1,93.6
CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,ClCCl,84.9
CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1COCCO1,91.4
CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,CN(C)C=O,84.6
CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,CS(C)=O,85.8
CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1CCOC1,84.6
CC/[NH+]=c1\cc2oc3cc(NCCO)c4ccccc4c3nc-2cc1C,O,83.0
CC/[NH+]=c1\cc2oc3cc(NCCN)c4ccccc4c3nc-2cc1C,O,96.9
CC/[NH+]=c1\cc2oc3cc(NCCOC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,O,91.7
CC/[NH+]=c1\cc2oc3cc(NCCNC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,O,79.1
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CO,30.8
CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,57.2
CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,65.4
CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,72.5
CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,59.8
CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,68.5
CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2cccc(C)c2)c1C(=O)OCC,ClCCl,69.5
CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2cccc(Cl)c2)c1C(=O)OCC,ClCCl,74.1
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,CN1CCCC1=O,51.6
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,C1CCOC1,55.2
CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,CS(C)=O,79.4
CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,CO,76.7
CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,ClCCl,66.8
CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,C1CCOC1,71.7
CCN(CC)c1ccc2cc(-c3csc(N)c3C#N)c(=O)oc2c1,Cc1ccccc1,64.5
CCN(CC)c1ccc2cc(-c3csc(NC(C)=O)c3C#N)c(=O)oc2c1,CO,65.8
CCN(CC)c1ccc2cc(-c3csc(NC(C)=O)c3C#N)c(=O)oc2c1,ClCCl,72.4
CCN(CC)c1ccc2cc(-c3csc(NC(C)=O)c3C#N)c(=O)oc2c1,C1CCOC1,64.9
CCN(CC)c1ccc2cc(-c3csc(NC(C)=O)c3C#N)c(=O)oc2c1,Cc1ccccc1,63.5
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,20.2
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,20.2
CC1=CC(C)=[N+]2C1=C(c1c(F)c(F)c(NCCCCCCNP(=O)(OC(C)C)OC(C)C)c(F)c1F)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,20.2
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClC(Cl)Cl,87.6
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)cc3)cc2)cc1,ClC(Cl)Cl,94.5
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)cc3)cc2)cc1,ClC(Cl)Cl,98.9
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,ClC(Cl)Cl,90.7
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,90.1
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,ClC(Cl)Cl,97.6
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)o1,ClC(Cl)Cl,83.2
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)o3)cc2)cc1,ClC(Cl)Cl,85.1
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)o3)cc2)cc1,ClC(Cl)Cl,88.8
C[N+](C)=c1ccc2c(-c3ccccc3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,O,77.4
C[N+](C)=c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc4cc([O-])ccc4c3oc-2c1,O,67.2
C[N+](C)=c1ccc2c(-c3c(F)c(F)c(F)c(F)c3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,O,87.9
C[N+](C)=c1ccc2c(-c3c(F)c(F)c(F)c(F)c3C(=O)[O-])c3ccc4cc([O-])ccc4c3oc-2c1,O,88.5
C[N+](C)=c1ccc2c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,O,100.4
C[N+](C)=c1ccc2c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)[O-])c3ccc4cc([O-])ccc4c3oc-2c1,O,74.4
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,C1COCCO1,46.8
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,ClC(Cl)Cl,38.5
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,N#Cc1ccccc1,37.6
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,42.5
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,CS(C)=O,53.1
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,O,50.5
CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCCc1ccc(-c2ccc(C#N)cc2)cc1,42.0
COc1ccc(-c2cnc(-c3ccccc3)o2)cc1OC,ClCCl,61.4
COc1ccc(/C=C/c2ncc(-c3ccccc3)o2)cc1OC,ClCCl,61.3
N#Cc1ccc(/C=C/c2ncc(-c3ccccc3)o2)cc1,ClCCl,67.0
C(=C/c1cccc2ccccc12)\c1ncc(-c2ccccc2)o1,ClCCl,70.9
COc1ccc(-c2cnc(/C=C/c3ccc(OC)c(OC)c3)o2)cc1,ClCCl,61.2
COc1ccc(-c2cnc(/C=C/c3ccccc3)o2)cc1OC,ClCCl,71.8
COc1ccc(-c2cnc(/C=C/c3ccc(C#N)cc3)o2)cc1OC,ClCCl,95.2
COc1cc(/C=C/c2ncc(-c3ccncc3)o2)cc(OC)c1OC,ClCCl,65.6
C(=C/c1ncc(-c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)o1)\c1cccc(N2CCCC2)c1,ClCCl,81.3
CN1CCN(c2cccc(/C=C/c3ncc(-c4ccc(OCc5ccccc5)c(OCc5ccccc5)c4)o3)c2)CC1,ClCCl,82.0
N#Cc1ccc(C#Cc2ncc(-c3ccccc3)o2)cc1,ClCCl,63.7
CN(C)c1ccc(/C=C/c2cnc(-c3ccncc3)o2)cc1,ClCCl,79.3
CN(C)c1ccc(/C=C/c2cnc(/C=C/c3ccc(C#N)cc3)o2)cc1,ClCCl,106.9
CN(C)c1ccc(/C=C/c2cnc(C#Cc3ccc(C#N)cc3)o2)cc1,ClCCl,73.5
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1,CC(=O)O,104.9
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1,CN(C)C=O,113.6
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1,CS(C)=O,113.3
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1,CC(=O)O,117.6
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1,CN(C)C=O,116.8
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1,CS(C)=O,123.1
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])c(NC(C)=O)c1,CC(=O)O,88.4
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])c(NC(C)=O)c1,CN(C)C=O,110.8
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])c(NC(C)=O)c1,CS(C)=O,109.8
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])c(NC(C)=O)c1,CC(=O)O,79.7
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])c(NC(C)=O)c1,CN(C)C=O,104.6
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])c(NC(C)=O)c1,CS(C)=O,105.5
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1OC,CC(=O)O,136.2
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1OC,CN(C)C=O,129.8
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1OC,CS(C)=O,128.0
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCCC,45.8
CCN(CC)c1ccc2ccc(=O)oc2c1,CO,53.2
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClCCl,63.8
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,CCCCCC,78.8
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,ClCCl,71.6
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,ClC(Cl)Cl,71.9
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,CO,67.8
F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2cccc[n+]21,CC#N,67.8
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,20.9
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,20.9
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,23.4
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,CO,21.1
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,22.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,23.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCC,23.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClC(Cl)(Cl)Cl,24.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,Cc1ccccc1,24.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,25.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClC(Cl)Cl,24.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOCC,24.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOC(C)=O,25.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,24.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CS(C)=O,27.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,26.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,25.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,25.0
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(COC)c1,ClC(Cl)Cl,56.3
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2oc(-c3cccc(COC)c3)cc2CCCC)c1,ClC(Cl)Cl,58.3
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4oc(-c5cccc(-c6oc(-c7cccc(COC)c7)cc6CCCC)c5)cc4CCCC)c3)o2)c1,ClC(Cl)Cl,63.0
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4cc(CCCC)c(-c5cccc(-c6oc(-c7cccc(-c8oc(-c9cccc(-c%10oc(-c%11cccc(COC)c%11)cc%10CCCC)c9)cc8CCCC)c7)cc6CCCC)c5)o4)c3)o2)c1,ClC(Cl)Cl,64.7
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2[nH]c(=O)c2ccccc21,Cc1ccccc1,56.1
F[B-]1(F)Oc2ccccc2-c2nc(-c3ccccc3)c3ccccc3[n+]21,Cc1ccccc1,132.2
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2nc(-c2ccccc2)c2cc(Cl)ccc21,Cc1ccccc1,122.9
N#Cc1ccc(-n2cccc2)cc1,CCCCCC,36.5
Cn1cccc1-c1ccc(C#N)cc1,CCCCCC,38.9
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,Cc1ccccc1,135.8
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,C1CCOC1,84.2
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC(C)=O,85.0
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC#N,83.2
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,Cc1ccccc1,110.0
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,C1CCOC1,102.6
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,CC(C)=O,98.4
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,CC#N,94.3
O=C1c2ccccc2-c2cnccc21,CCCCCC,69.9
O=C1c2ccccc2-c2cnccc21,CC#N,76.7
O=C1c2cc(F)ccc2-c2cnccc21,CCCCCC,68.4
O=C1c2cc(F)ccc2-c2cnccc21,CC#N,80.6
Cc1ccc2c(c1)C(=O)c1ccncc1-2,CCCCCC,72.1
Cc1ccc2c(c1)C(=O)c1ccncc1-2,CC#N,80.6
c1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,52.2
Brc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(Br)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,58.3
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,53.9
Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,59.9
Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)c(C)cc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,61.4
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)c(C)c4)cc3)nc2c1,CN(C)C=O,60.6
Fc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,53.9
Fc1cc(-c2ccc(-c3nc4cc(Br)ccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3cc(Br)ccc3[nH]2)cc1,CN(C)C=O,68.5
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)c(F)c4)cc3)nc2c1,CN(C)C=O,76.2
CNc1ccc(/C=C/C(=O)OC)cc1,O,83.3
c1ccc2c[n+]3ccccc3cc2c1,O,69.9
Fc1ccc2cc3cccc[n+]3cc2c1,O,70.8
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCCCCC,58.1
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CN(C)C=O,67.5
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CCCCCC,62.4
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CN(C)C=O,71.8
C[Si](C)(c1cccc2cc3ccccc3cc12)[Si](C)(C)c1cccc2cc3ccccc3cc12,C1CCCCC1,49.6
C[Si](C)(C)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,C1CCCCC1,62.1
C[Si](C)(c1c2ccccc2cc2ccccc12)[Si](C)(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,60.0
N#CC(C#N)=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=C(C#N)C#N)C1,ClC(Cl)Cl,99.4
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOCC,72.7
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,72.7
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCO,69.0
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CO,68.2
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CO,51.0
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CO,47.5
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CO,48.9
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,19.7
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,19.6
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,18.4
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,20.1
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,19.5
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,19.8
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,20.5
Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CC#N,34.6
COc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,61.3
Cc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,62.0
Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,61.2
F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,61.8
F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,65.1
F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,64.6
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,67.4
C(#Cc1c(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,ClCCl,49.0
